Shannon,Simpson,InvSimpson,Richness,Eveness,Latitude,Longitude,Days,Dim.1,Dim.2,Dim.3,Dim.4
VCFC_179,0.916481553337564,0.542222222222222,2.18446601941748,4,0.661101696033159,48.19731,16.38548,217,0.835988171653508,0.666790487564988,0.388659395771785,-0.371133300915029
VCFC_180,0.810150232387882,0.517751479289941,2.07361963190184,3,0.737430520980298,48.22128,16.32275,251,0.21366775013906,0.431546869053675,-0.197196426672648,2.84966587141365
VCFC_181,0,0,1,1,NA,48.16594,16.32444,249,0.234256910864472,0.543831118195761,-0.542170581012316,2.83212045671475
VCFC_264,1.19953923503014,0.67296786389414,3.05780346820809,4,0.865284652864865,48.15649,16.28339,300,-1.95267612853539,0.333955009839631,-1.94455201085319,0.670303170993205
VCFC_183,1.10219495882819,0.594674556213018,2.46715328467153,4,0.79506560059712,48.15257,16.37012,252,0.080534756536337,1.01947063292698,-0.636524108704756,3.25916662608719
VCFC_184,0.42499480781657,0.208546089760817,1.2634974533107,3,0.386846945187376,48.43389,16.47867,250,0.186326927429691,0.488587861554242,-0.602145989972215,2.64623964640012
VCFC_185,0.761919214468326,0.38916015625,1.63709032773781,4,0.549608536135734,48.43389,16.47867,250,0.186326927429691,0.488587861554242,-0.602145989972215,2.64623964640012
VCFC_187,0.864648514813508,0.532699167657551,2.13994910941476,3,0.787036995427891,48.2157,16.38965,223,0.82289303167804,0.748059047691327,0.101753143199255,-0.109426264941703
VCFC_188,1.30664699894535,0.67590027700831,3.08547008547009,5,0.81186542758222,48.20772,16.22954,223,0.285814256805932,-1.71558360721653,-0.647161907106302,0.448471685120586
VCFC_189,0.608131912526651,0.338192419825073,1.51101321585903,3,0.553545521745359,48.25268,16.33831,254,0.0486886445185067,-0.270357951472121,0.194701422293983,2.42497676934394
VCFC_192,1.05492016798614,0.64,2.77777777777778,3,0.960229717860761,48.16594,16.32444,256,-0.106165514937389,0.148988927645015,1.44375941321103,1.93875672401768
VCFC_193,0.981971643661621,0.562222222222222,2.28426395939086,4,0.708342810302103,48.2157,16.38965,254,0.252149711662828,1.0729636070087,0.201925274558504,2.22311815795156
VCFC_195,1.07858796033501,0.609044330585877,2.55783475783476,4,0.778036750768932,48.22174,16.37239,256,0.0784293685476897,0.905875875865218,1.71266745739243,1.57245141163713
VCFC_196,0.0277783581726276,0.00858353151010705,1.00865784640756,2,0.0400756995796872,48.25581,16.41991,259,-0.404545206904632,0.454630205174756,2.82085465615723,1.58160913148023
VCFC_197,0,0,1,1,NA,48.15257,16.37012,259,-0.310454354766332,0.115376723032536,2.91700699061749,0.691572410052886
VCFC_198,0.936888307539016,0.567901234567901,2.31428571428571,3,0.85279248849004,48.15257,16.37012,259,-0.314451190385114,-0.204072879055392,2.71554421932164,0.265382061412833
VCFC_199,1.05208282879329,0.526165895336419,2.11044327573253,5,0.653695815579569,48.2021,16.3432,259,-0.271011324853575,0.300927759766936,2.7591652887348,1.12972993888334
VCFC_200,0.233791658706459,0.1171875,1.13274336283186,2,0.337290066617014,48.25192,16.32059,260,-0.589642747083353,-1.46836432905235,3.44900126716575,1.18331786726039
VCFC_201,0.688138813713588,0.495,1.98019801980198,2,0.992774453987808,48.25268,16.33831,260,-0.536269781358954,-0.886331256027304,3.28512966372654,1.23599227651551
VCFC_202,1.02066875370321,0.620187304890739,2.63287671232877,3,0.929052737012985,48.20219,16.29594,262,-0.660541624604481,-0.877802296337291,3.2233310230843,1.0038212258175
VCFC_203,0,0,1,1,NA,48.25581,16.41991,262,-0.583090298678502,0.383481545709125,3.0856009226661,1.29696686811174
VCFC_204,0.598269588585257,0.408163265306122,1.68965517241379,2,0.863120568566631,48.29099,16.33058,265,-0.942265425695535,-1.65830055668434,3.30194361251935,1.57107684766402
VCFC_205,0.500402423538188,0.32,1.47058823529412,2,0.721928094887362,48.15257,16.37012,266,-0.493163260972065,-0.169511912123413,3.49745950095903,-0.971611427830986
VCFC_206,0.578325286660127,0.304498269896194,1.43781094527363,3,0.526414361668258,48.15257,16.37012,266,-0.497160096590848,-0.488961514211341,3.29599672966319,-1.39780177647104
VCFC_207,0.61665429496923,0.36716049382716,1.58017947717519,3,0.56130292854891,48.23861,16.38297,265,-0.61995648485672,0.215040422902645,3.36767566299994,0.302336178367602
VCFC_208,0,0,1,1,NA,48.20722,16.37597,263,-0.426267211686038,0.544803079784128,3.21948549401561,0.513245668715363
VCFC_210,0.57633412775675,0.387811634349031,1.63348416289593,2,0.831474388009729,48.20219,16.29594,270,-0.884167693445753,-0.6226142584146,2.16993472328292,1.24827743172554
VCFC_211,1.38629436111989,0.75,4,4,1,48.2073,16.52647,269,-0.809855466606531,0.613675338996259,2.21289812870282,0.802808548685235
VCFC_212,1.2366848691405,0.680555555555556,3.1304347826087,4,0.892079563925711,48.25268,16.33831,268,-0.900693242745572,-0.841824380698136,3.17588026697592,0.987787857446306
VCFC_213,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.19421,16.35675,268,-0.655374709039361,0.468656448559693,2.57809004091776,0.744368947242719
VCFC_214,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.16594,16.32444,266,-0.621173204063222,-0.357991977324474,3.20531910606013,-0.141887054902877
VCFC_215,0.529706199057654,0.345679012345679,1.52830188679245,2,0.76420450650862,48.24505,16.37221,271,-0.707289717530652,0.504698091843518,1.53496304759661,0.810037526404449
VCFC_216,0.708832947994361,0.417355371900826,1.71631205673759,3,0.645207554390009,48.21183,16.39246,272,-0.626093135285916,0.989657315788729,0.718604496566579,0.91806261073016
VCFC_284,0.562335144618808,0.375,1.6,2,0.811278124459133,48.15257,16.37012,318,-2.53987549617549,0.833407063666312,-0.662643435664445,-1.92857736107876
VCFC_218,1.07339428128113,0.650887573964497,2.86440677966102,3,0.977045580459003,48.15257,16.37012,273,-0.744046411060412,0.762716191474877,0.235092583178895,1.16131476749214
VCFC_219,0,0,1,1,NA,48.20722,16.37597,273,-0.601557133484218,1.23155013883219,0.365198234601385,1.34287379874489
VCFC_220,0,0,1,1,NA,48.16594,16.32444,274,-1.04069919679868,0.583653731751473,-0.438118404117387,-0.184179683066328
VCFC_221,0,0,1,1,NA,48.24752,16.439,248,0.380178920443761,0.921368696361613,-0.228368280707872,1.91725171069466
VCFC_222,0.976894510165461,0.5984,2.49003984063745,3,0.889207703429013,48.22681,16.16493,272,-1.27027254100915,-3.06479890359057,0.259054206962567,3.28479092003331
VCFC_223,0.773219607724283,0.471655328798186,1.89270386266094,3,0.703814817747658,48.25268,16.33831,275,-1.1066234478021,-0.111678144178975,-0.255645240754432,-0.350667174861566
VCFC_224,1.27293683775628,0.681449432125473,3.13921901528014,5,0.790920126785817,48.22174,16.37239,275,-0.883987868855378,1.30392785845536,-0.000642855812978331,-0.474198311149283
VCFC_225,0.660391846041282,0.391578947368421,1.64359861591695,3,0.601114563211286,48.29099,16.33058,277,-1.29383365199393,-0.984361111248718,-0.0534417922369587,-0.32604008730875
VCFC_046,1.19454526152895,0.646397334443982,2.82803297997644,5,0.742212701900585,48.24505,16.37221,203,0.937360828191601,0.487566572177394,-0.386777280531379,-0.453595665422798
VCFC_227,1.18870888295313,0.663047347810609,2.96777601690438,4,0.857472205248568,48.23861,16.38297,279,-1.04555426801124,0.79500244574391,0.61161112160178,-1.287342106607
VCFC_228,0.900256051268537,0.53125,2.13333333333333,3,0.819448371872804,48.21012,16.41283,277,-1.03094332775014,0.82428927652969,0.326887979115246,-0.884014494119867
VCFC_229,0.398307113805284,0.235537190082645,1.30810810810811,2,0.574635697837679,48.3427,16.40195,280,-1.35461475682503,0.0965246979829536,0.157876140630864,-0.748566053609779
VCFC_230,0.614503320310728,0.4234404536862,1.7344262295082,2,0.88654089282209,48.29614,16.564,281,-1.17550106233601,1.32549284665921,0.429779825776746,-1.1508357100328
VCFC_231,0.98955693218953,0.570204081632653,2.32668566001899,4,0.713814439373566,48.43389,16.47867,282,-1.33576228077572,0.347205424018486,0.352451162816664,-0.879402637025692
VCFC_232,1.01794932818568,0.615663196016297,2.60188457008245,3,0.926577409233045,48.43389,16.47867,282,-1.33576228077572,0.347205424018486,0.352451162816664,-0.879402637025692
VCFC_233,0,0,1,1,NA,48.23098,16.46349,284,-1.16946883271563,0.867593621583559,0.650902718410853,-1.40880506393819
VCFC_234,0.465999256961043,0.290657439446367,1.40975609756098,2,0.672294817075638,48.17803,16.27124,283,-1.3185223056226,-0.611272059457994,0.60223547737611,-1.26436931792887
VCFC_235,0.687092027379972,0.378698224852071,1.60952380952381,3,0.625418115623811,48.26103,16.33822,285,-1.42838599510793,-1.29223056619352,0.39277407551621,-1.69400839441522
VCFC_236,0.460731676834328,0.286242603550296,1.40103626943005,2,0.664695305349342,48.26103,16.33822,285,-1.42838599510793,-1.29223056619352,0.39277407551621,-1.69400839441522
VCFC_237,0.753812020156285,0.464888302384768,1.86876871587106,3,0.686149270249071,48.25405,16.31076,285,-1.47490346130204,-1.67760476189997,0.462003460475247,-1.76468546705391
VCFC_238,0.693147180559945,0.5,2,2,1,48.29387,16.32459,286,-1.49628896210915,-0.9067657652534,0.429368532421449,-0.724005940899198
VCFC_239,0.404737171251426,0.169257730793148,1.20374276964954,5,0.251477343813347,48.29387,16.29527,286,-1.63744816738084,-1.88971629050861,0.27503392975699,-0.463178509665411
VCFC_240,0.348832095843032,0.197530864197531,1.24615384615385,2,0.503258334775646,48.22681,16.16493,286,-1.76075678330142,-3.07295839154382,-0.184833209180299,-0.663159057695929
VCFC_241,0.693147180559945,0.5,2,2,1,48.20722,16.37597,285,-1.05835773444446,1.04758699369172,0.892348467595796,-1.53094418748112
VCFC_242,0.441803348010016,0.270551508844953,1.37089871611983,2,0.637387499222191,48.18725,16.34937,286,-1.17870238616265,0.690325246689353,0.619147798478726,-1.22131909213295
VCFC_243,0.687092027379972,0.378698224852071,1.60952380952381,3,0.625418115623811,48.25192,16.32059,286,-1.44064822152805,-0.86545616841479,0.613823671647716,-1.23598559964253
VCFC_244,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.16594,16.32444,286,-1.28472200806336,0.296203100868135,0.625215903806521,-1.29116327207651
VCFC_245,0,0,1,1,NA,48.23286,16.29051,284,-1.40783617724301,-1.44956887702687,0.660794085897734,-1.48746693194141
VCFC_246,0.974670193392883,0.541420118343195,2.18064516129032,4,0.7030759272551,48.22254,16.32882,288,-1.27468157798545,0.338710407401114,0.61323631293597,-1.27913427106321
VCFC_247,0.900256051268537,0.53125,2.13333333333333,3,0.819448371872804,48.18828,16.30546,288,-1.34519752536273,0.0477468488974373,0.490806027220757,-1.11541241070756
VCFC_248,0,0,1,1,NA,48.2073,16.52647,288,-1.29662842847457,0.975004504313495,0.477056083447086,-1.26519443170788
VCFC_249,0.727001362547059,0.430839002267574,1.75697211155378,3,0.661745158001492,48.20153,16.39083,288,-1.17684704836794,1.01924442962233,0.629347394451819,-1.17694742255456
VCFC_250,0.818808456222877,0.465,1.86915887850467,3,0.745311575947826,48.19354,16.36931,289,-1.21898929614651,1.08761439287263,0.281114956717394,-0.764885589445173
VCFC_251,0,0,1,1,NA,48.15257,16.37012,288,-1.30966023260815,0.705295762463227,0.50061613912173,-1.08010640946234
VCFC_252,0.0625415906447274,0.0199102918311875,1.02031476472535,3,0.0569278091004689,48.30174,15.89634,287,-1.49367825378146,-0.777897976251719,0.495376516149646,-0.950278268111561
VCFC_253,0,0,1,1,NA,48.2073,16.52647,294,-1.5696454299207,1.48728634778542,-0.945517170852653,0.29733223760606
VCFC_254,0.500402423538188,0.32,1.47058823529412,2,0.721928094887362,48.20219,16.29594,295,-1.69802968463976,0.226736683390549,-0.95339488860573,0.371451213312544
VCFC_255,0.347244736421058,0.158575122091353,1.18846022533288,3,0.316075780330144,48.29387,16.29527,290,-1.75260157855225,-1.67650229322193,-0.316251073895389,0.241930394178508
VCFC_256,0,0,1,1,NA,48.17803,16.27124,295,-1.74088482084214,-0.0338773898005157,-1.01624405546683,0.446001879776048
VCFC_061,1.12748323499323,0.5625,2.28571428571429,5,0.700544722031579,48.26137,16.38409,205,0.923962460421131,0.366302281468793,-0.161032459267613,-0.764631472729075
VCFC_258,0.178844912716848,0.0831758034026464,1.09072164948454,2,0.258018668664815,48.15257,16.37012,295,-1.83203259079659,1.51991733111491,-1.71731621303844,1.67479821613878
VCFC_259,0.217886031188881,0.0841965973534972,1.09193741485365,4,0.157171548337589,48.28229,15.71151,295,-1.62697764391931,-0.89725211980752,-0.814119971590061,-0.134423831309162
VCFC_260,0.562335144618808,0.375,1.6,2,0.811278124459133,48.25268,16.33831,296,-1.74935862240744,0.223016966796585,-0.985793722489517,0.38000780802955
VCFC_261,0.529706199057654,0.345679012345679,1.52830188679245,2,0.76420450650862,48.16594,16.32444,299,-2.01265081172674,1.30102533535137,-2.17454756036531,1.91105660153431
VCFC_262,0.479165623928275,0.301783264746228,1.43222003929273,2,0.691289869405789,48.20219,16.29594,301,-1.9226719796659,0.492981148494246,-1.76968406288778,1.08921334740687
VCFC_263,0.236469859170628,0.118921642731167,1.13497283385759,2,0.341153893145176,48.15649,16.28339,300,-1.9486792929166,0.653404611927558,-1.74308923955734,1.09649351963326
VCFC_101,0.800047036378854,0.491781722550953,1.96765847347995,3,0.728234195658581,48.24505,16.37221,221,0.718710534948068,0.498250004319004,-0.011358995047122,0.0973928280852817
VCFC_265,0.443757284260148,0.214532871972318,1.27312775330396,3,0.403925287234983,48.15257,16.37012,303,-2.01702936525829,1.70031087851075,-2.37426054803942,2.13492998930938
VCFC_266,0,0,1,1,NA,48.20174,16.38917,302,-1.82448808207069,1.937894255543,-2.01471187988212,1.71399606839831
VCFC_267,0,0,1,1,NA,48.08389,16.28351,303,-1.81188284862244,0.550865636063236,-1.17832254144209,0.276182624446676
VCFC_268,0.376770161256437,0.21875,1.28,2,0.543564443199596,48.21634,16.35738,303,-1.6974165433879,1.61872606493671,-1.4497029170016,0.910601238078322
VCFC_269,0.257318640543832,0.13265306122449,1.15294117647059,2,0.371232326640876,48.25268,16.33831,304,-1.81149781529943,0.257675353416859,-1.27123239521627,0.452551544635219
VCFC_270,0,0,1,1,NA,48.20722,16.37597,306,-1.77838840714697,1.7242606608776,-1.14330203020953,0.104179868271187
VCFC_272,0.610425676754179,0.265849408088456,1.36211835966277,6,0.340685056916244,48.47132,15.98141,308,-2.20759673761079,0.107100409062226,-1.16474147530792,-0.423641624233226
VCFC_273,0.595857735602294,0.281163434903047,1.39113680154143,4,0.429820500114379,48.19354,16.36931,309,-1.84707125695494,1.49120979827005,-0.937633339463583,-0.281264453026172
VCFC_274,0.403334496579409,0.197224251278305,1.24567788898999,3,0.367130880238366,48.24505,16.37221,310,-2.02611297053493,1.21595529720192,-0.911395611666633,-0.541981763752856
VCFC_275,0,0,1,1,NA,48.15257,16.37012,278,-1.04249239499912,0.64049826226821,0.574557030814054,-1.32599915732175
VCFC_278,0,0,1,1,NA,48.20219,16.29594,281,-1.25967783372733,-0.278830446129772,0.405594276481784,-1.12062518341519
VCFC_279,0.807941246615183,0.489279517736604,1.95801820120515,4,0.582806414910686,48.29099,16.33058,315,-2.62190849314733,-0.565500719531294,-1.10066593449876,-0.664153251288573
VCFC_280,0,0,1,1,NA,48.24752,16.439,306,-1.88995037011675,1.37631909160921,-1.02573217602766,-0.344503544785641
VCFC_282,0,0,1,1,NA,48.25268,16.33831,311,-2.18165640423038,0.191622802390622,-0.973112595212687,-0.591437417075068
VCFC_226,1.03582944424095,0.483476686283386,1.93602103418054,6,0.578107420125545,48.26137,16.38409,279,-1.0979116578798,0.662516818728303,0.505139990643735,-1.16184722686704
VCFC_285,0.689009238476659,0.495867768595041,1.98360655737705,2,0.994030211476957,48.20219,16.29594,323,-2.60765262490133,0.0328919856888256,0.0439353776368422,-1.92130452831291
VCFC_287,0,0,1,1,NA,48.21736,16.33149,329,-2.31688563656715,0.565563495526056,0.917748281921145,-2.70301107696514
VCFC_288,0.391827435840911,0.158485457245174,1.18833359281748,6,0.218683055717139,48.29387,16.29527,314,-2.6492727244071,-1.37717750516014,-1.27811268806985,-0.356797404502962
VCFC_290,0,0,1,1,NA,48.22681,16.16493,304,-2.22938479697696,-2.4305363302353,-2.27790367678117,1.1816302249292
