sampleId,ParticipantId,collectionEnd,Days,Latitude,Longitude,melanogaster,simulans,suzukii,busckii,testacea,hydei,mercatorum,repleta,funebris,immigrans,phalerata,subobscura,virilis,INCAL_WindSpeedNorth_daily,INCAL_RainfallRate_daily,INCAL_GlobalRadiation_daily,INCAL_RelativeHumidity_daily,INCAL_AirPressure_daily,INCAL_WindSpeedEast_daily,INCAL_DewPointTemperature_daily,INCAL_Temperature2m_daily,Yearly_TM,Yearly_RR,Yearly_SA,Monthly_TM,Monthly_RR,Monthly_SA,Daily_TX,Daily_TN,Daily_RR,Daily_SA,reprojected_r00_Wien_Bezirke_100m_1_1_Band_1,reprojected_r01_real_land_use2020_100m_b32_1_1_looseresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_mediumresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_denseresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_largeisolatedresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_office,reprojected_r01_real_land_use2020_100m_b32_1_1_commercial,reprojected_r01_real_land_use2020_100m_b32_1_1_businesscore,reprojected_r01_real_land_use2020_100m_b32_1_1_lowmixeduse,reprojected_r01_real_land_use2020_100m_b32_1_1_industrial,reprojected_r01_real_land_use2020_100m_b32_1_1_leisure,reprojected_r01_real_land_use2020_100m_b32_1_1_health,reprojected_r01_real_land_use2020_100m_b32_1_1_education,reprojected_r01_real_land_use2020_100m_b32_1_1_indoorsports,reprojected_r01_real_land_use2020_100m_b32_1_1_military,reprojected_r01_real_land_use2020_100m_b32_1_1_sewage,reprojected_r01_real_land_use2020_100m_b32_1_1_energy,reprojected_r01_real_land_use2020_100m_b32_1_1_water...55,reprojected_r01_real_land_use2020_100m_b32_1_1_construction,reprojected_r01_real_land_use2020_100m_b32_1_1_greenstreets,reprojected_r01_real_land_use2020_100m_b32_1_1_non-greenstreets,reprojected_r01_real_land_use2020_100m_b32_1_1_parking,reprojected_r01_real_land_use2020_100m_b32_1_1_railway,reprojected_r01_real_land_use2020_100m_b32_1_1_transport,reprojected_r01_real_land_use2020_100m_b32_1_1_park,reprojected_r01_real_land_use2020_100m_b32_1_1_outdoorsports,reprojected_r01_real_land_use2020_100m_b32_1_1_cemetery,reprojected_r01_real_land_use2020_100m_b32_1_1_fields,reprojected_r01_real_land_use2020_100m_b32_1_1_vineyards,reprojected_r01_real_land_use2020_100m_b32_1_1_nursery,reprojected_r01_real_land_use2020_100m_b32_1_1_forest,reprojected_r01_real_land_use2020_100m_b32_1_1_meadow,reprojected_r01_real_land_use2020_100m_b32_1_1_water...70,reprojected_r02_dem_mean_100m_b1_1_1_Band_1,reprojected_r04_imp2018_100m_b1_1_1_Band_1,reprojected_r05_treecover2018_100m_b1_COG_1_1_Band_1,reprojected_r06_protected_area_100m_b1_1_1_Band_1,reprojected_r07_Wien_water_areas_grid100m_1_1_Band_1,reprojected_r08_Wien_buildings_area_ha_100m_b1_1_1_Band_1,reprojected_r09_Wien_build_volume_i_grid100m_1_1_Band_1,reprojected_r10_vineyard_100m_b1_1_1_Band_1
VCFC_085,VCF24A035,2024-07-31,212,48.15649,16.28339,52,0,0,0,0,1,4,0,0,0,0,0,0,-0.737799294,0.02914582,261.08216,55.9206,101453.2,1.081263567,14.0673047,23.959046,13.02802,799.6995,7245432,23.46347,26.963356,947597.3,29.663447,17.025265,0.458703577,33006.415,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
VCFC_086,VCF24A014,2024-07-31,212,48.25268,16.33831,33,0,0,0,0,7,12,0,0,0,0,0,0,-0.874753013,0.004105993,262.88022,54.81163,101460.4,1.135946693,13.7165941,23.896108,13.25449,864.317,7240516,23.754753,23.190252,913987.4,29.493712,18.116181,0.191024914,31784.576,19,0.403746008872986,85.7005844116211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7531681060791,0.11874882131815,0,0,0,0,0,0,0,0,0,0,0,235.147796630859,12.1909818649292,7.02255153656006,0,0,0.283412486314774,25.2730102539062,0
VCFC_087,VCF24A142,2024-07-31,212,48.25192,16.32059,0,0,0,0,0,0,7,0,0,0,0,0,0,-0.762750868,0.009817633,261.2539,55.77255,101466.3,1.477209055,13.8126913,23.70003,12.8759,898.6568,7187462,23.206886,25.219875,921449.2,29.131086,17.454185,0.251303067,32006.071,19,0,54.4251136779785,0,0,0,0,0,0,0,20.9100341796875,0,0,0,0,0,0,0,0,0,22.9968013763428,0,0,0,0,0,0,0,0,0,0.545245945453644,0,0,251.79411315918,54.3381118774414,13.4664430618286,0,0,0.209027171134949,22.3900680541992,0
VCFC_088,VCF24A144,2024-08-01,213,48.19662,16.39143,0,0,0,0,0,0,117,0,0,0,0,0,0,-0.989333089,0.01150536,247.72863,52.56812,101361.9,1.681518791,13.7068044,24.564931,14.21066,740.9795,7303584,25.374481,95.578255,941476.1,30.36206,19.721487,0.186661118,31752.139,3,0,0,5.31493377685547,0,0,0,0,0,0,0,84.6684494018555,0,0,0,0,0,0,0,0,9.01661777496338,0,0,0,0,0,0,0,0,0,0,0,0,171.598129272461,24.0125942230225,0.649714887142181,0,0,0.529459416866302,24.6943264007568,0
VCFC_089,VCF24A146,2024-08-02,214,48.2021,16.3432,25,4,0,0,0,1,7,0,1,0,0,0,0,-0.777425344,0.01154585,245.83393,53.66887,101317.9,1.954876748,13.7154407,24.255802,14.2987,789.316,7294960,25.467184,98.284302,943103.7,30.199106,20.243821,0.305562017,29913.678,7,0,0,74.0814895629883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9185104370117,0,0,0,0,0,0,0,0,0,0,0,0,205.821823120117,15.3210945129395,0,0,0,0.557859361171722,38.5078163146973,0
VCFC_090,VCF24A054,2024-08-04,216,48.23861,16.38297,1,0,0,0,0,0,23,0,0,0,0,0,0,-0.919582198,0.02511379,248.92505,56.40404,101357.5,1.536340734,13.8437832,23.620026,13.93061,754.6767,7336334,25.118755,107.375252,938249.2,29.846654,18.843919,0.339839812,30059.835,20,0,0,31.7477951049805,0,0,0,0,0,0,0,0,0.379187047481537,0,0,0,0,0,0,1.2471798658371,32.9595794677734,0,8.1518383026123,0,23.6526031494141,0,0,0,0,0,0,0,0,163.084289550781,32.2672843933105,4.19217538833618,0,0,0.219378784298897,5.66375017166138,0
VCFC_091,VCF24A055,2024-08-03,215,48.26137,16.38409,16,9,0,0,0,1,1,0,0,0,0,0,0,-0.740019931,0.006096476,263.21163,55.6523,101312.3,1.153171296,13.8285461,23.860558,13.79656,777.5774,7344424,24.991041,111.047379,942973.8,29.933957,18.80137,0.154570935,29251.344,21,20.7657260894775,0,54.6549644470215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3464946746826,0,0,0,0,0,0,0,0,0,0,0,0,162.68977355957,26.154504776001,0.498000413179398,0,0,0.29580882191658,3.59811115264893,0
VCFC_092,VCF24A150,2024-08-05,217,48.20461,16.26753,2,6,0,0,0,19,1,0,1,0,0,0,0,-0.62789603,0.06156435,246.93372,61.32075,101384.7,2.124310848,14.0132207,22.521879,12.65486,887.8865,7099444,23.496937,84.350266,958984.9,28.613536,16.254678,1.497514867,27388.342,14,83.3088073730469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7300224304199,0,0,0,0.104247875511646,0,0,0,0,0,1.74535417556763,0,0,272.066711425781,65.0081939697266,19.2091064453125,1.79972076416016,0,0.141234174370766,18.0931053161621,0
VCFC_093,VCF24A124,2024-08-05,217,48.18959,16.29772,4,0,0,0,0,0,46,0,1,0,0,0,0,-0.559949167,0.04116119,250.35307,59.00829,101381.3,1.62478936,13.8786911,22.956011,13.35515,821.1126,7217871,24.386675,82.986992,960210.1,29.073956,17.466263,1.319892106,27651.669,14,0,5.97400331497192,68.2613220214844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9043579101562,0,0,0,0,0,0,0,0,0,0,0,0,195.461059570312,11.7857007980347,9.85068416595459,0,0,0.368786931037903,20.1493282318115,0
VCFC_094,VCF24A084,2024-08-05,217,48.29387,16.29527,39,4,0,3,0,1,5,0,0,0,0,0,0,-0.45472369,0.01866789,254.01281,60.88788,101396.6,1.69529596,13.9047523,22.387604,12.79534,946.0264,6789198,23.718218,111.664383,931951.7,28.597384,16.908613,1.297022767,27200.892,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.712966918945,61.5419120788574,20.177942276001,0,0,0,0.0123457293957472,0
VCFC_095,VCF24A004,2024-08-05,217,48.22681,16.16493,8,0,0,0,0,0,22,0,0,0,0,0,0,-0.744561057,0.09305729,254.24533,64.65964,101410.2,1.757306211,14.0885424,21.690686,12.19812,1046.7411,6747730,22.956123,63.773964,942611.8,28.198643,15.725132,1.722387226,26403.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_096,VCF24A022,2024-08-05,217,48.21183,16.39246,40,0,0,0,0,0,8,0,0,0,0,0,0,-0.842898999,0.02353656,246.65686,55.3887,101378.1,1.559333591,13.4508902,23.524502,14.27861,738.0645,7297200,25.49151,99.668571,938912.1,29.292101,19.419346,0.942364285,27557.878,2.98427581787109,0,0,57.5556983947754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55119514465332,24.6307067871094,0,5.3049635887146,0,2.41724729537964,0,0,0,0,0,0,0,1.12801480293274,161.569488525391,17.1877613067627,0.251912266016006,0,0.880398094654083,0.422400951385498,9.92906379699707,0
VCFC_097,VCF24A149,2024-08-08,220,48.16594,16.32444,2,0,0,0,0,0,3,0,1,0,0,0,0,-0.754027947,0.03801102,253.85228,57.93861,101363.1,1.396073148,13.8536652,23.231342,13.52439,780.4857,7278145,24.635929,78.083786,958156.8,29.493579,17.188893,1.035614565,30391.754,12,0,4.87478733062744,0,65.9339370727539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89786434173584,21.0848770141602,0,0.00584500515833497,0,0.0584500506520271,0,0.0874026417732239,0,0,0,0,0,0,209.014129638672,17.2816219329834,0,0,0,0.455441951751709,33.4316787719727,0
VCFC_098,VCF24A051,2024-08-07,219,48.23894,16.31074,0,2,0,0,0,0,45,0,0,0,0,0,0,-0.698021929,0.04621631,257.36195,59.09254,101352.6,1.355533379,13.6448844,22.663554,13.04275,884.2587,7216905,23.973738,107.589592,948670.6,28.603634,16.725789,1.27126506,30347.533,18,59.0320281982422,25.6888294219971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2463073730469,0,0,0,0,0,0,0,0,0,0,0,0,0,268.018432617188,68.1707763671875,38.6568145751953,0,0,0.140526935458183,18.2738094329834,0
VCFC_099,VCF24A141,2024-08-07,219,48.2157,16.38965,2,0,0,0,0,0,26,0,1,0,0,0,0,-0.639863904,0.02115083,254.54846,55.47046,101340.2,1.147676228,13.4326978,23.522223,14.23001,738.9146,7301966,25.438141,101.304283,938614.4,29.22462,18.529006,0.9198623,30601.77,2,0,0,77.6756210327148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15942478179932,20.1235446929932,0,0,0,0,0,0,0,0,0,0,0,0,160.892211914062,15.3963851928711,0.0890272706747055,0,0,0.539952158927917,11.4966087341309,0
VCFC_100,VCF24A129,2024-08-08,220,48.22174,16.37239,75,0,0,0,0,1,49,0,2,0,0,0,0,-0.600759783,0.02901927,254.81934,55.87946,101364.1,1.065700322,13.6042159,23.610784,14.37381,755.4401,7364048,25.580437,104.728394,942232.2,29.66459,18.889229,0.91430867,30137.46,2,0,0,66.0941925048828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4709930419922,0.398577570915222,0,0,0,0,0,0,0,0,0,0,0,162.526458740234,15.4221153259277,0.078289270401001,0,0,0.495250642299652,13.2182512283325,0
VCFC_101,VCF24A133,2024-08-09,221,48.24505,16.37221,0,0,2,0,0,25,12,0,0,0,0,0,0,-0.708451126,0.02930098,254.76324,56.97847,101412.2,0.985731495,13.8939249,23.577979,13.85212,777.1276,7352119,24.964468,109.779312,937713.6,29.814065,17.814419,0.93810547,30304.173,20,2.42282891273499,0,80.3147735595703,0.0220304876565933,0,2.02908825874329,0,0,0,3.09197378158569,0,0,0,0,0,0.0587479695677757,0,0,0,2.05022835731506,0.769321739673615,5.32510471343994,0,0.576991260051727,0,0,0,0,0,1.15398252010345,0,0,163.039916992188,25.0957431793213,1.06358730792999,0,0,0.417910575866699,9.20882511138916,0
VCFC_102,VCF24A135,2024-08-09,221,48.25209,16.43863,2,0,0,0,0,0,5,0,0,0,0,0,0,-0.244890336,0.009811659,244.43937,56.25269,101389.3,0.779699902,13.8041005,23.774399,13.73784,723.8572,7344312,24.891417,92.131111,949453.8,29.62662,17.457416,0.863626695,30673.512,22,0,0,74.6197662353516,4.38531017303467,0,0,0,0,0.690846025943756,0,0,7.0794529914856,0,0,0,0,0,0,0,10.7792987823486,1.01905488967896,0,0,0,0,0,0,0,0,0,0,0,160.635726928711,13.18874168396,13.1638927459717,0,0,0.151534125208855,2.61803197860718,0
VCFC_103,VCF24A004,2024-08-08,220,48.22681,16.16493,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.593498136,0.05867811,253.61091,64.44785,101394,1.535369187,14.1799033,21.873524,12.19812,1046.7411,6747730,22.956123,63.773964,942611.8,28.630821,15.147716,1.422031843,29483.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_104,VCF24A035,2024-08-07,219,48.15649,16.28339,40,33,7,0,0,0,0,0,0,0,0,0,0,-0.455646796,0.04116159,255.86847,59.59802,101346,1.091972455,13.8574999,22.757772,13.02802,799.6995,7245432,23.979021,63.338535,970926.1,28.894541,16.01767,1.370263917,30849.736,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
VCFC_105,VCF24A035,2024-08-07,219,48.15649,16.28339,36,0,0,1,0,1,5,0,0,0,0,0,0,-0.455646796,0.04116159,255.86847,59.59802,101346,1.091972455,13.8574999,22.757772,13.02802,799.6995,7245432,23.979021,63.338535,970926.1,28.894541,16.01767,1.370263917,30849.736,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
VCFC_106,VCF24A035,2024-08-11,223,48.15649,16.28339,25,0,0,0,0,0,0,0,0,5,2,0,0,-0.671107738,0.04115176,251.17058,59.54832,101453.6,1.228040945,14.3211677,23.291147,13.02802,799.6995,7245432,23.979021,63.338535,970926.1,29.528122,16.673957,1.076067414,30900.949,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
VCFC_107,VCF24A035,2024-08-11,223,48.15649,16.28339,86,2,0,0,0,2,5,0,0,0,0,0,0,-0.671107738,0.04115176,251.17058,59.54832,101453.6,1.228040945,14.3211677,23.291147,13.02802,799.6995,7245432,23.979021,63.338535,970926.1,29.528122,16.673957,1.076067414,30900.949,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
VCFC_108,VCF24A001,2024-08-10,222,48.29099,16.33058,42,6,0,0,0,5,23,0,0,0,0,0,0,-0.525903434,0.0142124,253.60713,59.82734,101466.8,1.159982615,14.1517119,23.00138,13.11834,870.5637,6911278,24.093491,116.830872,931741.8,29.415372,17.175359,1.148056454,29729.176,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.799850463867,17.1036357879639,6.75534534454346,0,0,0,0.0123457293957472,0
VCFC_109,VCF24A040,2024-08-12,224,48.16464,16.29894,24,0,0,0,0,2,1,0,0,0,0,0,0,-0.729957186,0.08993644,247.67876,60.03889,101366.9,1.364677547,14.8395856,23.693854,13.26631,793.0052,7229584,24.316597,70.95871,966481.5,29.903444,16.996132,1.84998705,32392.132,12,0,71.4627838134766,2.30031681060791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0795383453369,0,0,0,0,0,0,0,0,0,0,12.1564874649048,0,224.061767578125,12.767707824707,12.4367160797119,0,0,0.175811767578125,13.6087245941162,0
VCFC_110,VCF24A106,2024-08-12,224,48.18031,16.3879,84,0,0,0,0,28,4,0,1,0,0,0,0,-0.904786946,0.1097214,245.90615,56.58536,101370.4,1.709442402,14.3826569,24.104501,13.92957,736.1318,7301576,25.080563,90.25592,947063.2,29.861392,18.602263,1.366599623,31698.72,8.03563117980957,0,0,0.848876059055328,0.42853581905365,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5304203033447,0,6.48528385162354,0.448014706373215,79.8893508911133,0,0,0,0,0,0,0,0,0,0,201.992401123047,52.3876800537109,0.103363141417503,0,0,0.00417461944743991,0.235289633274078,0
VCFC_111,VCF24A151,2024-07-12,193,48.19945,16.34968,8,0,0,0,0,5,330,0,1,0,0,0,0,0.328253714,0.04975359,248.16818,61.24144,101238.3,1.642159324,15.7153106,24.151245,14.37542,783.2819,7300588,25.073986,22.280798,921446.4,30.220394,19.923164,1.356385287,26273.089,7,0,0,59.5737457275391,0,0,0,7.69433689117432,0,0,0,0,0,0,0,0,0,0,0,0,31.5771865844727,0,0,0,0,0,0,0,0,0,0,0,0,201.105178833008,15.3014526367188,0,0,0,0.565267741680145,38.314136505127,0
VCFC_112,VCF24A001,2024-08-12,224,48.29099,16.33058,11,5,0,0,0,1,28,0,0,0,0,0,0,-0.43347531,0.02291254,248.83627,61.01637,101375.8,0.951525589,14.8667449,23.440534,13.11834,870.5637,6911278,24.093491,116.830872,931741.8,29.577536,17.182044,1.665755474,31219.505,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.799850463867,17.1036357879639,6.75534534454346,0,0,0,0.0123457293957472,0
VCFC_114,VCF24A084,2024-08-13,225,48.29387,16.29527,39,0,0,0,0,1,13,0,0,0,0,0,0,-0.267286135,0.02532404,241.24685,63.10882,101368.8,1.398021076,15.5142557,23.449167,12.79534,946.0264,6789198,23.718218,111.664383,931951.7,29.881688,16.926125,1.876110711,30319.455,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.712966918945,61.5419120788574,20.177942276001,0,0,0,0.0123457293957472,0
VCFC_115,VCF24A067,2024-07-26,207,48.29614,16.564,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.944474374,0.01131598,267.46706,59.86279,101389.8,1.105902257,15.3781111,24.321238,13.39325,666.0167,7501088,24.005188,20.835512,979251.5,29.954049,19.143789,0.993230532,32424.58,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.605392456055,11.66881275177,1.6600261926651,0,0,0,0.0123457293957472,0
VCFC_116,VCF24A067,2024-08-12,224,48.29614,16.564,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.533715433,0.04190604,243.75591,61.39914,101366,0.720281326,14.623472,23.329433,13.39325,666.0167,7501088,24.445301,60.50388,976264.9,29.736777,16.80821,1.215004569,32076.88,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.605392456055,11.66881275177,1.6600261926651,0,0,0,0.0123457293957472,0
VCFC_117,VCF24A004,2024-08-13,225,48.22681,16.16493,3,0,0,0,0,0,3,0,0,0,0,0,0,-0.496241283,0.0872161,234.24407,67.17865,101381.3,1.446255433,15.7302012,22.698843,12.19812,1046.7411,6747730,22.956123,63.773964,942611.8,29.471978,15.863145,2.483028127,30256.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_118,VCF24A014,2024-08-13,225,48.25268,16.33831,0,0,0,0,0,0,3,0,0,0,0,0,0,-0.500779445,0.05966514,241.48652,60.63603,101357.6,1.210979536,15.2132965,23.843448,13.25449,864.317,7240516,24.242149,114.404236,937550.9,29.99093,17.853235,1.591865065,30231.375,19,0.403746008872986,85.7005844116211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7531681060791,0.11874882131815,0,0,0,0,0,0,0,0,0,0,0,235.147796630859,12.1909818649292,7.02255153656006,0,0,0.283412486314774,25.2730102539062,0
VCFC_119,VCF24A125,2024-08-01,213,48.22984,16.35489,20,0,0,0,0,0,32,0,0,0,0,0,0,-0.907007042,0.005140399,256.29604,53.86892,101358.2,1.295737999,13.8148513,24.319535,13.91065,786.3399,7356790,25.081257,106.765602,935952.5,30.218774,19.189139,0.194908294,30832.819,9,0,0,62.6366767883301,0,0.0951307862997055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1719856262207,0,0,0,0.0580450370907784,0,0,0,0,0,0,0,0,175.151275634766,14.2349367141724,0.00199932907707989,0,0,0.473060220479965,18.428243637085,0
VCFC_120,VCF24A019,2024-08-13,225,48.20722,16.37597,0,0,0,0,0,0,6,0,0,0,0,0,0,-0.436759523,0.05318329,237.27985,57.00409,101356.1,1.171980401,15.1774986,24.850409,14.58838,756.961,7310318,25.790897,101.956406,941367.1,30.504319,19.908116,1.396537398,30836.578,1,0,0,59.3672256469727,0,18.9659767150879,0,0,0,0,0,0,0.0732448846101761,0,0,0,0,0,0,0,20.5935516357422,0,0,0,0,0,0,0,0,0,0,0,0,168.851684570312,19.1299095153809,0,0,0,0.603747248649597,23.215389251709,0
VCFC_121,VCF24A148,2024-08-12,224,48.21103,16.37719,99,0,0,0,0,9,7,0,0,0,0,0,0,-0.634777201,0.04721006,245.73361,56.31096,101370.6,1.201519171,14.5386804,24.460921,14.4977,753.3109,7317246,25.708418,102.324554,940815.1,30.079253,19.534649,1.378012652,31416.022,1,0,0,53.3908309936523,0,12.2506694793701,0,10.160062789917,0,0,0,0,0,0,0,0,0,0,0,0.160833045840263,20.9370288848877,0,1.7772616147995,0,0,0,0,0,0,0,0,0,0,168.953643798828,18.25412940979,0.0278262905776501,0,0,0.697251558303833,24.7604751586914,0
VCFC_122,VCF24A071,2024-08-16,228,48.19489,16.28251,14,0,0,0,0,3,12,0,0,0,0,0,0,-0.308184754,0.08636917,239.00902,63.56449,101418.9,1.254337096,16.1335625,24.076851,13.24484,849.2347,7208020,24.249722,82.470833,966491.5,30.737919,18.033455,1.923971698,31574.639,14,0,20.9107036590576,12.4881944656372,0,0,0,0,0,0,8.3024206161499,0,15.5957336425781,0,0,0,0,0,0,0,41.6263771057129,0,0,0,0,0,0,0,0,0,0,0,0,206.514297485352,10.3545417785645,0.590989649295807,0,0,0.353589177131653,24.3012828826904,0
VCFC_123,VCF24A149,2024-08-14,226,48.16594,16.32444,0,0,0,0,0,0,4,0,0,0,0,0,0,-0.843901672,0.08755482,236.71175,60.30247,101356.1,1.612347325,15.703417,24.390907,13.52439,780.4857,7278145,24.635929,78.083786,958156.8,30.659128,18.351146,1.751661265,30426.055,12,0,4.87478733062744,0,65.9339370727539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89786434173584,21.0848770141602,0,0.00584500515833497,0,0.0584500506520271,0,0.0874026417732239,0,0,0,0,0,0,209.014129638672,17.2816219329834,0,0,0,0.455441951751709,33.4316787719727,0
VCFC_124,VCF24A030,2024-08-18,230,48.18828,16.30546,15,0,0,0,0,4,8,0,1,0,0,0,2,-0.271288985,0.07574697,230.97681,63.363,101379.8,1.15836471,16.548697,24.556083,13.46038,811.017,7228854,24.511129,84.031609,958622.9,31.219601,18.616802,5.278584996,31040.098,14,0,0,33.1515159606934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0652847290039,0,0,0,29.9978828430176,0,0,0,0,0,0,0,15.9000806808472,190.192077636719,24.1207828521729,14.4664630889893,0,0.248877361416817,0.205010205507278,10.286078453064,0
VCFC_125,VCF24A084,2024-08-18,230,48.29387,16.29527,17,0,0,0,0,6,14,0,0,0,0,0,0,-0.104598223,0.03628196,237.74277,65.74808,101398.5,1.305445818,16.5159269,23.823406,12.79534,946.0264,6789198,23.718218,111.664383,931951.7,30.562215,17.869709,7.163866129,30227.521,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.712966918945,61.5419120788574,20.177942276001,0,0,0,0.0123457293957472,0
VCFC_126,VCF24A142,2024-08-14,226,48.25192,16.32059,0,0,0,0,0,1,2271,0,0,0,0,0,0,-0.472668346,0.06811373,237.95622,61.72913,101371.9,1.97228494,15.5037801,23.770303,12.8759,898.6568,7187462,23.739788,114.151749,941515.2,29.925062,17.761327,1.727776448,29432.217,19,0,54.4251136779785,0,0,0,0,0,0,0,20.9100341796875,0,0,0,0,0,0,0,0,0,22.9968013763428,0,0,0,0,0,0,0,0,0,0.545245945453644,0,0,251.79411315918,54.3381118774414,13.4664430618286,0,0,0.209027171134949,22.3900680541992,0
VCFC_127,VCF24A008,2024-08-19,231,48.21031,16.32637,20,0,0,0,0,3,14,0,2,0,0,0,6,-0.314529674,0.08267274,237.94517,62.07372,101374.3,1.029235113,16.5208028,24.850437,13.88827,813.2527,7272618,25.002428,97.813507,946174.7,31.132439,19.805508,6.085023911,31590.098,16,0,0,65.7664337158203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198581010103226,32.6378211975098,0,0,0,0.297871500253677,0,0,0,0,0,0,0,0,207.823501586914,15.6521844863892,0.0407091081142426,0,0,0.519729912281036,35.1089286804199,0
VCFC_128,VCF24A009,2024-08-18,230,48.43389,16.47867,25,0,0,0,0,0,11,0,0,0,0,0,0,-0.262161425,0.04891283,232.64821,66.05374,101412,0.415945603,16.414212,23.769857,13.09008,730.5518,7261222,24.242275,80.323402,955465.2,30.762307,18.27565,3.984956173,31199.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
